"CD,C,2","PER,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P5_ES,C,50","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,2","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,C,2","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_17,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_8,C,1","S4P12_9,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P13_6,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P14_13,C,2","S4P14_14,C,2","S4P14_15,C,2","S4P14_16,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P15_15,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1_1,C,1","S4P22_1_2,C,1","S4P22_1_3,C,1","S4P22_1_4,C,1","S4P22_1_5,C,1","S4P22_1_6,C,1","S4P22_2,C,1","FAC,N,6,0"
33,0811,06,0215,5,1,01,02,3,,,,,,,,,,,,,,,,1,,4,"CORTA PASTO,PODA ARBOLES Y SIEMBRA PLANTAS A DOMICILIO",52,JARDINERO,SERVICIOS DE JARDINERIA SIN NOMBRE,56,DAR MANTENIMIENTO A JARDINES DE CASAS,2,3,3,2,2,2,2,4,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,,3,3,3,3,2,3,3,2,3,4,6,1,5,,,,014,007,000,003,002,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,5,5,5,5,5,06,02,05,10,07,05,08,10,10,10,10,10,10,05,01,10,4,4,4,4,1,1,1,1,2,2,4,3,5,5,3,3,3,5,5,5,5,5,3,5,2,5,5,,1,2,3,,,,,5,5,2,4,3,4,4,4,5,4,1,3,1,2,3,3,1,3,3,1,1,2,1,1,1,1,3,2,1,3,2,2,6,1,5,1,1,6,1,14569
33,0811,06,0022,1,1,02,02,3,,,,,,,,,,,,,,,,5,5,,,,,,,,,3,4,3,1,1,3,2,,,,,,,,,1,2,1,2,2,2,2,2,1,2,2,,2,3,2,2,2,3,3,2,3,5,6,1,4,,,,019,007,003,005,000,000,6,12,12,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,POR LA ENFERMEDAD DE SU ESPOSO,3,3,2,2,2,2,08,08,08,10,09,09,08,09,08,10,10,09,10,10,08,09,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,1,3,2,,,,,2,4,2,2,3,2,2,3,3,4,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3,3,1,1,3,3,3,4,4,5,1,1,1,1,8950
33,0811,06,0022,3,1,02,07,4,5335,ADMINISTRACION DE EMPRESAS,3,2,2,2,1,1,,23,2,,,2,1,1,,1,SUPERVISAR Y COORDINA RECLUTAMIENTO DE EDUCANDO Y EXAMEMES,23,TECNICO DOCENTE,INEA,61,EDUCACION CERTIFICACION DE PRIMARIA Y SECUNDARIA,2,3,3,3,2,2,3,2,,,,,,,,,1,1,1,2,1,1,1,1,1,2,2,,3,3,2,3,2,3,2,6,4,1,2,5,3,,,,003,002,001,004,002,000,5,60,20,10,01,10,05,02,GEOMUNDO,VANIDADES,NACIONAL GEOGRAFIC,1,01,02,,1,1,08,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,,1,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,3,2,3,09,10,09,09,08,09,08,09,09,10,09,08,09,09,08,07,3,3,3,2,1,1,2,3,2,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,,1,,,,,3,2,3,3,2,3,3,3,3,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,3,4,1,4,1,1,1,2,13516
33,0811,06,0032,4,1,02,09,2,7111,MAESTRIA EN PEDAGOGIA,4,2,2,2,2,1,,32,2,,,2,1,1,,1,IMPARTE  CLASES DE DIDACTA Y ETICA A NIVEL LICENCIATURA,23,DOCENTE,UNIVERSIDAD DE COLIMA,61,"IMPARTE EDUCACION NIVEL BACHILLERATO,PROFESIONAL Y POSGRADO EN UNIVERSIDAD PUBLICA",1,3,3,3,3,2,4,2,,,,,,,,,1,1,1,1,1,2,1,1,1,1,2,,3,3,3,3,3,3,3,6,5,1,2,4,3,,,,007,005,002,004,001,000,6,07,05,02,00,,,,,,,1,01,02,,1,1,12,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,3,3,3,3,03,09,04,09,05,09,02,09,09,10,10,10,07,10,05,08,3,3,4,1,1,1,1,4,1,3,3,2,1,1,1,1,1,2,1,4,4,2,1,2,1,5,3,3,1,,2,,,,,1,1,1,1,1,2,2,2,3,3,1,2,1,1,3,1,2,3,1,1,1,2,1,1,1,1,2,2,1,2,3,3,4,3,5,1,1,1,1,13434
33,0811,06,0061,4,1,01,06,3,2814,SECRETARIADO BILINGUE COMERCIAL,2,,,,,2,,18,2,,,2,2,6,5,,,,,,,,,3,2,3,3,2,2,3,,,,,,,,,2,1,1,2,2,2,1,1,2,2,2,,3,3,3,3,3,3,3,6,3,4,1,2,5,,,,014,007,000,000,,,3,05,05,00,00,,,,,,,1,01,04,,1,1,07,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2,,1,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,2,3,08,08,05,10,09,08,07,08,08,06,07,07,09,08,06,09,2,2,4,3,1,1,1,2,1,1,3,2,2,2,3,2,2,3,1,2,2,2,1,3,1,3,2,,2,3,1,,,,,2,2,2,2,2,2,4,3,5,3,1,1,2,3,3,2,1,3,1,1,1,2,1,1,3,3,2,1,1,3,3,2,2,2,5,1,1,2,1,8969
33,0811,06,0071,1,1,01,06,3,2814,SECRETARIADO TAQUIMECANOGRAFIA,2,,,,,2,,19,1,2,2,,,1,,4,VENTA DE ARTICULOS PARA COCINA,41,VENDEDORA,VENTA DE ARTICULOS SIN NOMBRE,46,VENTA DE ARTICULOS,2,4,3,4,4,3,2,3,0,0,0,0,0,0,1,POR QUE YA ES GRANDE,,,,,,,,,,,,,3,1,4,4,3,1,2,3,1,4,5,2,6,,,,028,014,000,028,014,000,7,70,60,00,02,04,02,01,COLIMA ES COLIMA,PROCESO,,1,01,04,,1,2,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,2,2,2,2,06,08,07,09,08,07,06,08,08,07,08,09,09,09,06,07,2,2,4,2,1,1,1,2,1,3,3,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,1,,,,,,3,4,3,3,3,3,4,4,4,4,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,3,3,5,1,3,1,3,3,1,4673
33,0811,06,0095,1,1,01,02,6,,,,,,,,,,,,,,,,1,,1,DESCARGAR CHATARRA EN UN ALMACEN,93,CARGADOR DE CHATARRA,ALMACEN DE CHATARRA SIN NOMBRE,43,"COMPRA VENTA DE CHATARRA METALICA:FIERRO,ALUMINIO,COBRE Y VEHICULOS CHOCADOS.",2,3,3,4,4,2,3,4,1,1,0,0,0,0,0,,,,,,,,,,,,,,3,3,4,4,3,3,4,6,5,2,4,1,3,,,,006,004,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,5,5,5,5,5,05,07,05,08,08,08,08,08,08,10,08,08,08,08,05,09,2,2,3,2,2,2,2,2,1,5,3,2,5,5,2,2,2,2,2,2,2,5,2,5,2,5,5,2,3,,1,,,,,4,4,3,4,3,3,4,4,5,5,1,1,1,1,3,3,1,1,1,1,1,3,1,3,1,1,2,2,1,3,2,1,2,3,4,1,2,3,2,20826
33,0811,06,0123,1,1,02,02,6,,,,,,,,,,,,,,,,1,,1,LIMPIAR CASAS,96,TRABAJADORA DOMESTICA,TRABAJA POR SU CUENTA,81,LIMPIEZA,2,3,3,3,3,3,3,3,,,,,,,,,1,2,1,2,2,2,2,2,2,2,2,,3,3,3,3,3,3,3,2,5,4,3,1,6,,,,014,007,000,003,001,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,2,07,10,08,07,08,07,07,09,08,10,10,07,10,10,09,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,3,3,1,2,1,2,3,1,,2,3,,,,,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,3,3,3,1,3,1,1,1,1,9719
33,0811,06,0123,4,1,02,03,3,,,,,,,,,,,,,,,,1,,4,REALIZAR TORTAS,51,SUPERVISAR LA ELABORACION DE LAS TORTAS,LA TORTUGA AHOGADA,72,PREPARAR ALIMENTOS,2,3,4,1,1,2,2,2,,,,,,,,,1,1,1,1,1,2,1,1,1,2,2,,3,4,1,1,1,1,1,5,4,3,1,2,6,,,,025,005,005,005,000,000,5,20,05,05,01,30,15,00,VANIDADES,MAD,COCINA FACIL,1,01,02,,1,1,10,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,4,3,2,1,3,01,10,07,10,10,10,05,08,05,10,10,10,10,10,04,05,2,3,4,2,2,2,2,2,2,3,3,2,2,2,2,1,1,3,1,3,3,2,1,3,1,4,3,,3,2,1,,,,,2,3,3,3,1,1,3,4,4,2,1,2,1,1,3,1,1,1,1,3,1,2,2,3,1,1,2,2,1,1,3,3,4,1,4,1,1,6,1,9173
33,0811,06,0138,1,1,02,07,1,5334,LICENCIATURA EN CONTADURIA PUBLICA,3,2,2,2,1,1,,22,2,,,1,1,5,5,,,,,,,,,3,4,3,3,1,3,2,,,,,,,,,2,1,1,2,2,2,2,2,2,2,2,,3,3,3,3,1,3,2,6,4,3,1,2,5,,,,014,005,000,000,,,7,05,05,00,00,,,,,,,1,01,04,,1,1,20,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,,2,1,2,2,1,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,5,3,3,08,09,06,09,08,08,07,08,08,07,09,08,10,09,08,08,2,3,4,3,1,1,2,3,2,4,3,1,3,5,3,2,2,2,1,4,4,2,2,3,1,3,3,1,,2,3,,,,,2,2,2,2,2,2,3,3,5,3,1,2,2,3,3,3,2,3,1,1,1,2,1,1,1,1,2,2,1,3,1,2,3,2,5,1,1,2,1,8447
33,0811,06,0138,2,1,02,04,3,,,,,,,,1,,17,1,2,1,,,1,,4,VENDER JUGUETES EN UN TIANGUIS,41,COMERCIANTE DE JUGUETES,PUESTO DE JUGUETES SIN NOMBRE,46,COMPRAVENTA DE JUGUETES EN UN TIANGUIS,2,3,4,3,3,3,3,3,,,,,,,,,2,1,1,2,2,2,2,2,2,1,2,,3,4,3,3,3,3,3,6,4,2,3,5,1,,,,014,004,007,000,,,0,,,,00,,,,,,,1,01,03,,1,1,14,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,,1,1,2,1,2,2,2,1,2,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,3,3,3,5,2,3,09,10,07,10,07,05,08,08,10,08,05,08,08,08,08,07,3,3,4,3,1,1,2,3,2,5,3,2,5,5,2,2,2,3,2,4,4,2,1,3,1,3,4,1,2,3,,,,,,2,2,2,2,2,2,2,4,5,2,1,2,2,3,3,3,3,3,1,1,1,3,1,1,1,2,2,3,1,3,3,2,3,3,5,1,1,2,1,7973
33,0811,06,0138,3,1,01,04,3,,,,,,,,1,,19,2,,,1,2,1,,1,TRANSPORTA PERSONAS EN AUTOBUS DE RUTA,83,CHOFER DE AUTOBUS,SISTEMA  INTERMUNICIPAL DE  TRANSPORTE.,48,TRANSPORTE DE PERSONAS EN AUTOBUS DE RUTA.,2,3,3,3,3,3,3,4,,,,,,,,,2,1,1,2,2,2,2,2,2,2,2,,3,3,3,3,3,3,3,6,3,4,1,2,5,,,,007,003,000,000,,,0,,,,00,,,,,,,1,01,04,,1,1,05,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,3,2,2,07,08,06,10,08,06,07,09,09,10,09,08,09,09,08,08,3,3,3,3,1,1,1,3,2,3,3,2,3,2,2,2,2,2,2,2,4,2,2,3,1,4,3,3,2,,1,,,,,2,3,2,3,2,3,4,4,5,5,2,2,1,3,3,3,2,3,1,3,1,3,1,1,1,1,3,3,1,3,3,2,5,2,5,1,1,2,1,12671
33,0811,06,0138,5,1,01,07,4,5517,INGENIERIA EN SISTEMAS,3,2,1,1,1,1,,22,2,,,2,1,1,,1,IMPARTE CLASES DE FRANCES Y DE INFORMATICA NIVEL PREPARATORIA,23,MAESTRA DE FRANCES E INFORMATICA EN PREPARATORIA.,ITESM CAMPUS COLIMA,61,"IMPARTIR EDUCACION DE NIVEL PREPARATORIA,PROFESIONAL Y MAESTRIA.INSTITUCION DE EDUCACION PRIVADA",1,2,3,3,3,3,3,3,,,,,,,,,2,1,2,2,2,1,2,2,1,1,2,,3,3,2,2,3,3,3,5,4,6,1,3,2,,,,007,004,003,000,,,5,05,03,02,00,,,,,,,1,01,02,,1,1,40,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,,1,1,2,1,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,3,3,07,07,07,08,07,07,06,08,08,10,10,08,10,10,06,08,3,3,4,4,2,2,1,3,2,3,3,2,2,1,2,2,2,4,1,3,4,3,1,4,1,4,4,3,,1,2,,,,,2,1,2,2,2,2,2,2,1,1,1,1,1,1,3,2,1,3,1,1,1,3,1,1,1,2,3,1,1,3,3,2,3,3,5,1,1,1,2,4020
33,0811,06,0167,1,1,03,07,4,5128,LICENCIATURA EN EDUCACION ESPECIAL,3,2,2,2,2,1,,21,2,,,2,2,1,,1,IMPARTE CLASES DE APRENDIZAJE A PERSONAS DISCAPACITADAS,23,MAESTRA DE EDUCACION ESPECIAL,ESCUELA DE EDUCACION ESPECIAL  EVA SAMANO,61,EDUCAR A PERSONAS CON CAPACIDADES DIFERENTES,2,3,3,1,1,1,2,2,,,,,,,,,1,1,1,2,1,2,1,1,2,2,2,,3,3,3,2,2,2,3,4,3,5,2,1,6,,,,010,005,002,000,,,0,,,,00,,,,,,,1,01,02,,1,1,12,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,2,5,5,2,08,09,08,10,08,08,08,08,08,08,09,07,09,08,07,09,3,3,4,3,1,1,2,3,3,3,3,2,5,5,2,1,1,3,1,4,4,2,1,3,1,3,3,2,3,,1,,,,,2,2,2,2,2,2,2,2,5,3,1,2,2,1,2,3,2,1,1,1,1,2,1,1,1,1,2,2,1,3,3,1,2,2,5,1,1,2,1,17320
33,0811,06,0167,2,1,01,03,3,,,,,,,,,,,,,,,,5,5,,,,,,,,,2,3,4,4,3,3,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,3,4,4,3,3,4,2,5,6,3,1,4,,,,030,007,000,010,005,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,1,0,0,0,,5,5,5,5,5,5,05,04,02,08,08,08,07,08,08,04,07,08,10,10,07,05,3,5,4,4,2,2,2,3,2,2,4,3,5,5,3,3,3,3,3,3,3,2,2,3,2,3,3,3,1,,2,,,,,4,5,2,4,3,3,4,4,5,5,1,1,1,3,3,3,1,3,3,1,1,1,1,1,1,1,3,1,1,3,2,3,2,2,5,1,1,2,1,11445
33,0811,06,0167,3,1,01,02,3,,,,,,,,,,,,,,,,1,,1,MESEREA EN UN BAR,51,MESERO,BAR FANTASY,72,SERVICIO DE ENTRETENIMIENTO Y DIVERSION EN BAR,2,3,4,3,3,3,3,4,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,,3,3,3,3,3,3,3,6,3,4,5,1,2,,,,025,010,000,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,5,5,5,5,5,06,09,05,10,07,08,07,09,09,09,07,07,09,10,06,06,3,3,3,3,1,1,1,2,3,3,3,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,3,2,,1,,,,,3,4,3,4,4,3,4,4,5,5,1,1,2,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,1,3,2,1,2,2,5,1,2,4,3,8733
33,0811,06,0167,4,1,02,07,4,5712,LICENCIADA EN ENFERMERIA,3,1,1,1,1,1,,25,2,,,2,2,1,,1,ATENCION Y CUIDADO DE ENFERMOS,24,ENFERMERA,INSTITUTO ESTATAL DE CANCEROLOGIA,62,ATENCION A ENFERMOS DE TODO TIPO DE CANCER,1,3,3,2,2,2,3,3,,,,,,,,,1,1,1,2,1,1,2,1,1,2,2,,3,3,3,3,2,2,3,4,3,6,1,5,2,,,,010,003,002,000,,,0,,,,00,,,,,,,1,01,02,,1,1,20,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,2,3,2,2,2,3,10,10,09,10,08,08,08,09,09,09,09,08,10,10,09,10,3,3,3,3,1,1,1,3,3,3,3,2,5,2,2,2,2,2,2,3,4,2,1,4,1,4,3,3,2,,1,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,3,1,1,1,3,1,1,1,1,2,2,1,2,3,2,3,2,5,1,1,3,1,8875
33,0811,06,0167,5,1,02,00,,,,,,,,,,,,,,,,,1,,1,AYUDA A PREPARAR EL NIXTAMAL Y LA MASA  EN UNA TORTILLERIA,92,AYUDANTE DE TORTILLERIA,TORTILLERIA SAGRADO CORAZON DE JESUS,31,ELABORACION Y VENTA DE TORTILLAS DE MAIZ,2,4,4,4,4,3,4,4,0,1,0,0,1,0,1,NO TENGO ESTUDIOS BASICOS,,,,,,,,,,,,,4,4,4,4,3,4,4,2,4,3,6,1,5,,,,014,007,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,5,5,5,5,5,07,10,08,09,08,11,11,07,07,10,07,07,09,10,06,02,5,5,3,3,1,1,5,3,1,5,3,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,3,,1,2,,,,,4,5,3,4,4,4,5,5,5,5,1,1,1,3,3,3,1,3,3,3,1,3,1,3,3,3,3,3,1,3,4,1,3,3,3,1,1,3,2,15260
33,0811,06,0188,1,1,02,04,3,,,,,,,,1,,19,2,,,2,2,1,,6,,,,,,,,2,3,3,3,3,3,3,,,,,,,,,2,1,1,2,2,2,2,2,2,1,2,,3,3,3,3,3,3,3,2,4,6,1,3,5,,,,021,002,000,007,001,000,0,,,,00,,,,,,,1,01,02,,1,1,20,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,1,0,0,0,,5,5,5,5,5,5,08,06,09,10,08,08,08,10,10,08,08,08,09,09,07,07,3,3,4,3,1,1,1,2,3,2,4,2,5,5,2,2,2,2,2,4,5,2,2,2,1,4,3,,3,2,1,,,,,3,3,2,3,3,3,4,4,5,3,1,1,3,3,1,3,3,3,1,1,1,3,1,3,1,3,2,1,1,2,3,1,3,2,5,1,1,2,1,13098
33,0811,06,0188,3,1,03,07,4,5334,LICENCIATURA EN CONTADURIA PUBLICA,3,2,2,2,1,1,,26,2,,,2,2,1,,1,REALIZA AUDITORIAS CONTABLES EN DEPENDENCIAS DE GOBIERNO ESTATAL,21,AUDITOR INTERNO,GOBIERNO DEL ESTADO DE COLIMA,93,SERVICIOS DE ADMINISTRACION PUBLICA ESTATAL ATENDIENDO AL PUBLICO EN GENERAL,2,3,3,3,3,2,3,3,,,,,,,,,2,1,2,2,2,2,1,1,2,1,2,,3,3,3,3,3,3,3,3,4,6,1,2,5,,,,007,002,000,007,004,000,7,07,07,00,00,,,,,,,1,01,02,,1,1,04,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,,1,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,2,3,2,5,2,2,08,08,07,06,06,07,08,09,09,06,08,10,10,10,10,08,2,2,4,3,3,3,3,3,3,4,3,2,2,2,3,2,2,2,1,4,4,2,1,3,1,3,4,,1,3,2,,,,,1,1,1,1,1,1,1,3,5,4,3,1,1,3,3,3,1,3,1,2,1,3,1,1,1,2,2,2,1,2,3,2,3,2,5,1,1,2,1,10815
33,0811,06,0220,1,1,02,04,3,,,,,,,,1,,20,2,,,2,2,6,5,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,1,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,4,1,2,5,3,6,,,,014,004,000,000,,,0,,,,00,,,,,,,1,01,00,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,2,2,07,09,08,09,09,07,08,09,09,10,09,09,10,10,08,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,3,2,1,3,1,3,3,1,3,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,3,2,2,2,2,2,2,1,13180
33,0811,06,0220,2,1,01,03,3,,,,,,,,,,,,,,,,1,,1,CARGAR Y MANEJAR,83,CHOFER CARGADOR,CARRUSEL,46,REPARTIR MATERIAL,2,2,2,2,2,2,2,2,,,,,,,,,1,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,5,6,3,2,4,,,,014,007,000,049,021,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,2,2,2,2,2,07,10,09,08,08,10,08,09,08,10,10,08,10,10,08,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,3,1,3,1,2,3,3,,1,2,,,,,3,3,3,3,3,3,3,3,4,3,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,3,3,2,2,2,2,1,1,1,8847
